"","period","month","Month","day","year","plot","stake","treatment","species","sex","reprod","vagina","nipples","lactation","pregnant","testes","hfl","wgt","tag"
"63",112,"6","Jun",30,1987,21,73,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,13,"142"
"64",112,"7","Jul",1,1987,3,36,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,10,"6031"
"65",113,"7","Jul",25,1987,19,34,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",NA,9,"7142"
"66",113,"7","Jul",25,1987,14,76,"control","RM","M",NA,NA,NA,NA,NA,"S",NA,9,"7527"
"67",114,"8","Aug",26,1987,15,51,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,12,"7025"
"68",115,"9","Sept",26,1987,19,17,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,12,"7012"
"69",116,"10","Oct",24,1987,20,46,"control","RM","M",NA,NA,NA,NA,NA,"S",18,13,"142"
"70",119,"2","Feb",22,1988,15,75,"exclosure","RM","M",NA,NA,NA,NA,NA,"M",16,11,"7184"
"71",120,"3","Mar",20,1988,1,32,"spectabs","RM","M",NA,NA,NA,NA,NA,"R",15,10,"6184"
"72",120,"3","Mar",21,1988,3,22,"exclosure","RM","M",NA,NA,NA,NA,NA,"R",17,12,"7968"
"73",121,"4","Apr",18,1988,14,27,"control","RM","M",NA,NA,NA,NA,NA,"S",16,12,"7184"
"74",121,"4","Apr",19,1988,3,76,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,11,"7284"
"75",128,"11","Nov",6,1988,3,14,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,10,"7344"
"76",128,"11","Nov",6,1988,11,24,"control","RM","M",NA,NA,NA,NA,NA,"S",17,10,"7474"
"77",129,"12","Dec",13,1988,6,42,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,11,"7455"
"78",129,"12","Dec",13,1988,12,75,"control","RM","M",NA,NA,NA,NA,NA,"S",16,12,"7405"
"79",129,"12","Dec",14,1988,15,76,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,11,"7337"
"80",130,"1","Jan",10,1989,21,25,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,12,"7378"
"81",130,"1","Jan",11,1989,3,21,"exclosure","RM","M",NA,NA,NA,NA,NA,"M",17,10,"7386"
"82",131,"2","Feb",4,1989,19,23,"exclosure","RM","M",NA,NA,NA,NA,NA,"M",17,10,"8847"
"83",131,"2","Feb",4,1989,12,75,"control","RM","M",NA,NA,NA,NA,NA,"S",17,11,"8816"
"84",131,"2","Feb",5,1989,14,17,"control","RM","M",NA,NA,NA,NA,NA,"S",18,10,"8631"
"85",131,"2","Feb",5,1989,9,26,"spectabs","RM","M",NA,NA,NA,NA,NA,"S",17,11,"7388"
"86",131,"2","Feb",5,1989,8,33,"control","RM","M",NA,NA,NA,NA,NA,"S",18,11,"8624"
"87",132,"3","Mar",13,1989,21,46,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,12,"7378"
"88",132,"3","Mar",13,1989,17,75,"control","RM","M",NA,NA,NA,NA,NA,"S",17,11,"8841"
"89",132,"3","Mar",14,1989,15,15,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,10,"8695"
"90",132,"3","Mar",14,1989,3,62,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,11,"7388"
"91",133,"4","Apr",1,1989,11,45,"control","RM","M",NA,NA,NA,NA,NA,"S",16,10,"8604"
"92",133,"4","Apr",1,1989,6,62,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,13,"7403"
"93",133,"4","Apr",2,1989,20,65,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,10,"8111"
"94",134,"5","May",9,1989,1,72,"spectabs","RM","M",NA,NA,NA,NA,NA,"S",17,9,"8675"
"95",134,"5","May",10,1989,13,64,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,10,"7384"
"96",134,"5","May",11,1989,15,37,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,11,"8632"
"97",135,"6","Jun",4,1989,13,36,"exclosure","RM","M",NA,NA,NA,NA,NA,"R",17,10,"7384"
"98",135,"6","Jun",4,1989,11,45,"control","RM","M",NA,NA,NA,NA,NA,"M",17,10,"8604"
"99",135,"6","Jun",4,1989,3,66,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,9,"8909"
"100",141,"12","Dec",4,1989,12,41,"control","RM","M",NA,NA,NA,NA,NA,"S",17,10,"1074"
"101",141,"12","Dec",4,1989,19,61,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",18,12,"1042"
"102",141,"12","Dec",4,1989,17,66,"control","RM","M",NA,NA,NA,NA,NA,"S",17,10,"1097"
"103",141,"12","Dec",4,1989,21,76,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,9,"1096"
"104",141,"12","Dec",5,1989,8,21,"control","RM","M",NA,NA,NA,NA,NA,"M",16,8,"1051"
"105",144,"2","Feb",24,1990,17,66,"control","RM","M",NA,NA,NA,NA,NA,"S",17,10,"1168"
"106",145,"3","Mar",29,1990,12,25,"control","RM","M",NA,NA,NA,NA,NA,"S",16,10,"1105"
"107",145,"3","Mar",30,1990,13,14,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,10,"1178"
"108",145,"3","Mar",30,1990,11,47,"control","RM","M",NA,NA,NA,NA,NA,"S",18,10,"1074"
"109",153,"11","Nov",10,1990,21,24,"exclosure","RM","M",NA,NA,NA,NA,NA,"M",16,8,"1466"
"110",153,"11","Nov",10,1990,19,27,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,11,"1340"
"111",153,"11","Nov",11,1990,15,57,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,10,"1479"
"112",154,"12","Dec",15,1990,21,37,"exclosure","RM","M",NA,NA,NA,NA,NA,"R",18,12,"1180"
"113",155,"1","Jan",11,1991,21,12,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,11,"1180"
"114",156,"2","Feb",17,1991,9,14,"spectabs","RM","M",NA,NA,NA,NA,NA,"S",17,10,"1586"
"115",156,"2","Feb",17,1991,6,73,"exclosure","RM","M",NA,NA,NA,NA,NA,"R",13,9,"1594"
"116",157,"3","Mar",13,1991,17,62,"control","RM","M",NA,NA,NA,NA,NA,"S",16,9,"1536"
"117",157,"3","Mar",14,1991,13,17,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,10,"1489"
"118",157,"3","Mar",14,1991,6,27,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,10,"1594"
"119",158,"4","Apr",20,1991,15,72,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,12,"1704"
"120",158,"4","Apr",21,1991,13,17,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,13,"1479"
"121",159,"5","May",14,1991,13,27,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,10,"1738"
"122",163,"9","Sept",10,1991,20,12,"exclosure","RM","M",NA,NA,NA,NA,NA,"R",17,12,"1704"
"123",169,"3","Mar",8,1992,6,65,"exclosure","RM","M",NA,NA,NA,NA,NA,"M",16,10,"6011"
"124",170,"4","Apr",4,1992,18,61,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,11,"2172"
"125",174,"7","Jul",30,1992,19,76,"exclosure","RM","M",NA,NA,NA,NA,NA,"M",17,15,"2172"
"126",177,"10","Oct",18,1992,20,33,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,11,"2381"
"127",180,"2","Feb",26,1993,6,64,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,12,"2402"
"128",182,"4","Apr",24,1993,11,55,"control","RM","M",NA,NA,NA,NA,NA,"M",17,11,NA
"129",185,"7","Jul",14,1993,21,15,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,10,"4E1E58"
"130",187,"9","Sept",16,1993,21,11,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,10,"4E1E58"
"131",188,"10","Oct",16,1993,6,75,"exclosure","RM","M",NA,NA,NA,NA,NA,"R",16,10,"1F0964"
"132",194,"4","Apr",11,1994,15,67,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,8,"14581F"
"133",206,"4","Apr",2,1995,15,27,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,9,"0D4523"
"134",207,"4","Apr",30,1995,13,74,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,9,"0DEAB6"
"135",212,"9","Sept",23,1995,18,55,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",14,11,"4D7589"
"136",213,"10","Oct",28,1995,17,77,"control","RM","M",NA,NA,NA,NA,NA,"S",15,11,"15E286"
"137",217,"2","Feb",24,1996,2,47,"control","RM","M",NA,NA,NA,NA,NA,"M",16,12,"17A714"
"138",219,"4","Apr",15,1996,11,47,"control","RM","M",NA,NA,NA,NA,NA,"M",16,11,"15F287"
"139",229,"3","Mar",15,1997,1,22,"spectabs","RM","M",NA,NA,NA,NA,NA,"S",17,11,"2671"
"140",229,"3","Mar",15,1997,12,33,"control","RM","M",NA,NA,NA,NA,NA,"S",16,10,"2658"
"141",229,"3","Mar",15,1997,18,55,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",15,9,"2688"
"142",229,"3","Mar",16,1997,6,14,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,12,"2649"
"143",230,"4","Apr",13,1997,13,33,"exclosure","RM","M",NA,NA,NA,NA,NA,"M",17,12,"2753"
"144",232,"6","Jun",10,1997,18,47,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,12,"8003RM"
"145",233,"7","Jul",11,1997,6,76,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,9,"2942"
"146",235,"9","Sept",27,1997,20,16,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,10,"2964"
"147",256,"6","Jun",12,1999,20,46,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,9,"598"
"148",263,"3","Mar",5,2000,6,26,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",19,13,"541"
"149",269,"10","Oct",1,2000,6,66,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",8,8,"59604E"
"150",273,"3","Mar",3,2001,20,52,"exclosure","RM","M",NA,NA,NA,NA,NA,"M",17,11,"47743F"
"151",286,"3","Mar",13,2002,18,35,"exclosure","RM","M",NA,NA,NA,NA,NA,"M",17,11,"1D6252"
"152",298,"3","Mar",29,2003,18,67,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",15,8,"73552"
"153",302,"7","Jul",29,2003,3,12,"exclosure","RM","M",NA,NA,NA,NA,NA,"M",14,10,"396B48"
"154",346,"3","Mar",17,2007,2,51,"control","RM","M",NA,NA,NA,NA,NA,"M",15,13,"452E5A"
"155",346,"3","Mar",17,2007,19,47,"exclosure","RM","M",NA,NA,NA,NA,NA,"M",19,14,"36172B"
"156",346,"3","Mar",18,2007,3,11,"exclosure","RM","M",NA,NA,NA,NA,NA,"M",16,10,"0F5A1F"
"157",349,"6","Jun",16,2007,18,74,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,10,"150A44"
"158",349,"6","Jun",16,2007,17,27,"control","RM","M",NA,NA,NA,NA,NA,"M",16,10,"156300"
"159",353,"10","Oct",14,2007,15,16,"exclosure","RM","M",NA,NA,NA,NA,NA,"M",17,12,"783775"
"160",421,"12","Dec",29,2013,12,17,"control","RM","M",NA,NA,NA,NA,NA,"M",16,13,"001423"
"161",435,"2","Feb",21,2015,19,53,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,12,"B25494"
"162",435,"2","Feb",22,2015,6,11,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,11,"B267DD"
"163",436,"3","Mar",26,2015,18,75,"exclosure","RM","M",NA,NA,NA,NA,NA,"M",16,14,"B7631A"
"164",436,"3","Mar",27,2015,13,25,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,10,"B2C511"
"165",436,"3","Mar",26,2015,17,75,"control","RM","M",NA,NA,NA,NA,NA,"S",17,12,"B205C2"
"166",436,"3","Mar",26,2015,21,26,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,12,"B26A02"
"167",437,"4","Apr",18,2015,21,21,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,11,"B20175"
"168",437,"4","Apr",18,2015,6,64,"control","RM","M",NA,NA,NA,NA,NA,"S",16,14,"B71410"
"169",437,"4","Apr",18,2015,24,56,"control","RM","M",NA,NA,NA,NA,NA,"M",16,10,"B2683B"
"170",437,"4","Apr",18,2015,19,24,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",16,10,"B1F141"
"171",437,"4","Apr",18,2015,18,65,"control","RM","M",NA,NA,NA,NA,NA,"S",16,12,"B2D507"
"172",437,"4","Apr",18,2015,11,41,"control","RM","M",NA,NA,NA,NA,NA,"S",17,11,"B2672C"
"173",437,"4","Apr",18,2015,11,56,"control","RM","M",NA,NA,NA,NA,NA,"S",17,13,"B6E712"
"174",437,"4","Apr",19,2015,7,33,"control","RM","M",NA,NA,NA,NA,NA,"S",17,14,"B2CFC1"
"175",438,"5","May",17,2015,5,27,"control","RM","M",NA,NA,NA,NA,NA,"S",17,12,"B267DD"
"176",438,"5","May",17,2015,14,45,"control","RM","M",NA,NA,NA,NA,NA,"S",17,12,"B2C511"
"177",438,"5","May",17,2015,17,57,"control","RM","M",NA,NA,NA,NA,NA,"S",21,12,"B2B422"
"178",438,"5","May",17,2015,7,47,"control","RM","M",NA,NA,NA,NA,NA,"S",17,12,"B206CD"
"179",438,"5","May",17,2015,8,35,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",17,12,"B1E379"
"180",439,"6","Jun",14,2015,15,47,"exclosure","RM","M",NA,NA,NA,NA,NA,"S",18,11,"B71398"
"181",443,"10","Oct",11,2015,5,17,"control","RM","M",NA,NA,NA,NA,NA,"S",17,12,"B267DD"
"182",458,"1","Jan",29,2017,13,47,"control","RM","M",NA,NA,NA,NA,NA,"S",17,10,"B2D290"
"183",57,"4","Apr",29,1982,3,12,"exclosure","RF","M",NA,NA,NA,NA,NA,"S",17,12,"6011"
"184",23,"5","May",29,1979,20,33,"control","PP","M",NA,NA,NA,NA,NA,"S",21,20,"6000"
"185",59,"6","Jun",29,1982,12,24,"control","PP","M",NA,NA,NA,NA,NA,"S",NA,20,"7004"
"186",68,"5","May",14,1983,12,23,"control","PP","M",NA,NA,NA,NA,NA,"S",23,15,"8014"
"187",69,"6","Jun",18,1983,1,11,"control","PP","M",NA,NA,NA,NA,NA,"S",21,17,"7011"
"188",79,"5","May",28,1984,3,16,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",21,19,"8103"
"189",80,"7","Jul",4,1984,3,15,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",23,18,"5012"
"190",92,"8","Aug",19,1985,22,55,"control","PP","M",NA,NA,NA,NA,NA,"S",22,20,"7103"
"191",92,"8","Aug",20,1985,3,77,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",20,17,"5102"
"192",97,"3","Mar",9,1986,11,22,"control","PP","M",NA,NA,NA,NA,NA,"S",22,15,"7113"
"193",98,"4","Apr",12,1986,19,76,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,17,"7114"
"194",110,"4","Apr",26,1987,3,51,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",19,19,"6113"
"195",121,"4","Apr",19,1988,3,22,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,21,"6004"
"196",121,"4","Apr",19,1988,11,51,"control","PP","M",NA,NA,NA,NA,NA,"R",22,21,"6114"
"197",122,"5","May",15,1988,3,13,"exclosure","PP","M",NA,NA,NA,NA,NA,"R",24,22,"8002"
"198",146,"4","Apr",26,1990,6,13,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,18,"6113"
"199",162,"8","Aug",7,1991,18,24,"exclosure","PP","M",NA,NA,NA,NA,NA,"R",22,24,"8003"
"200",171,"5","May",3,1992,6,15,"exclosure","PP","M",NA,NA,NA,NA,NA,"M",19,20,"6103"
"201",172,"5","May",30,1992,1,47,"spectabs","PP","M",NA,NA,NA,NA,NA,"S",21,17,"110"
"202",172,"5","May",30,1992,18,51,"exclosure","PP","M",NA,NA,NA,NA,NA,"M",22,24,"112"
"203",172,"5","May",31,1992,13,72,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,20,"8111"
"204",173,"7","Jul",4,1992,3,11,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",21,18,"102"
"205",173,"7","Jul",4,1992,13,36,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",21,19,"104"
"206",181,"3","Mar",18,1993,6,17,"exclosure","PP","M",NA,NA,NA,NA,NA,"M",21,21,"8102"
"207",182,"4","Apr",23,1993,20,62,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",21,21,"195A75"
"208",182,"4","Apr",23,1993,17,76,"control","PP","M",NA,NA,NA,NA,NA,"S",22,19,"4D7281"
"209",182,"4","Apr",24,1993,11,53,"control","PP","M",NA,NA,NA,NA,NA,"S",22,20,"16B610"
"210",185,"7","Jul",14,1993,21,37,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",20,19,"16D1FF"
"211",194,"4","Apr",10,1994,2,74,"control","PP","M",NA,NA,NA,NA,NA,"S",22,18,"0F677A"
"212",194,"4","Apr",11,1994,3,27,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",21,19,"0F698B"
"213",195,"5","May",18,1994,19,76,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,19,"0"
"214",196,"6","Jun",15,1994,3,62,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",21,19,"0F698B"
"215",197,"7","Jul",9,1994,13,12,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",23,20,"0"
"216",198,"8","Aug",18,1994,6,53,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",23,20,"269581"
"217",207,"4","Apr",29,1995,21,15,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",21,20,"0D4932"
"218",208,"6","Jun",8,1995,8,42,"control","PP","M",NA,NA,NA,NA,NA,"S",22,21,"179D19"
"219",209,"6","Jun",27,1995,20,36,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,18,"0D0AF4"
"220",209,"6","Jun",27,1995,2,63,"control","PP","M",NA,NA,NA,NA,NA,"S",22,21,"1F420E"
"221",209,"6","Jun",27,1995,21,73,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",23,19,"4D0422"
"222",209,"6","Jun",28,1995,13,17,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,16,"1EF54D"
"223",209,"6","Jun",28,1995,13,26,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",19,15,"1136ED"
"224",210,"7","Jul",20,1995,19,75,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",20,16,"145259"
"225",210,"7","Jul",21,1995,8,77,"control","PP","M",NA,NA,NA,NA,NA,"S",22,18,"4DE596"
"226",217,"2","Feb",24,1996,19,57,"exclosure","PP","M",NA,NA,NA,NA,NA,"M",21,20,"0DE8B8"
"227",218,"3","Mar",23,1996,22,42,"control","PP","M",NA,NA,NA,NA,NA,"M",23,21,"363"
"228",218,"3","Mar",23,1996,19,75,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",23,22,"0D50C6"
"229",219,"4","Apr",15,1996,3,15,"exclosure","PP","M",NA,NA,NA,NA,NA,"M",24,25,"F88494"
"230",219,"4","Apr",15,1996,3,35,"exclosure","PP","M",NA,NA,NA,NA,NA,"M",24,23,"6354C9"
"231",219,"4","Apr",15,1996,15,72,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",21,18,"F8168E"
"232",220,"5","May",23,1996,18,77,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",23,20,"0D50C6"
"233",221,"6","Jun",13,1996,21,17,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",21,19,"F8168E"
"234",221,"6","Jun",13,1996,19,57,"exclosure","PP","M",NA,NA,NA,NA,NA,"M",23,20,"2A8B73"
"235",221,"6","Jun",14,1996,13,11,"exclosure","PP","M",NA,NA,NA,NA,NA,"M",24,19,"77E6AD"
"236",221,"6","Jun",14,1996,3,57,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",24,22,"2BB466"
"237",223,"8","Aug",14,1996,19,37,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,18,"145259"
"238",229,"3","Mar",15,1997,1,64,"spectabs","PP","M",NA,NA,NA,NA,NA,"S",23,19,"311BA7"
"239",229,"3","Mar",15,1997,19,73,"exclosure","PP","M",NA,NA,NA,NA,NA,"R",22,21,"607"
"240",229,"3","Mar",16,1997,8,16,"control","PP","M",NA,NA,NA,NA,NA,"R",22,21,"1EADFE"
"241",229,"3","Mar",16,1997,3,31,"exclosure","PP","M",NA,NA,NA,NA,NA,"M",23,21,"FA3E12"
"242",230,"4","Apr",12,1997,18,24,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,19,"FB15B4"
"243",230,"4","Apr",12,1997,12,35,"control","PP","M",NA,NA,NA,NA,NA,"S",23,23,"FBA3BF"
"244",230,"4","Apr",12,1997,17,37,"control","PP","M",NA,NA,NA,NA,NA,"S",22,19,"FA44D6"
"245",230,"4","Apr",12,1997,12,44,"control","PP","M",NA,NA,NA,NA,NA,"S",22,21,"14BFFA"
"246",230,"4","Apr",12,1997,21,46,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,22,"3639BB"
"247",230,"4","Apr",12,1997,2,56,"control","PP","M",NA,NA,NA,NA,NA,"M",22,20,"FBAC1F"
"248",230,"4","Apr",12,1997,18,62,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,23,"C9956F"
"249",230,"4","Apr",13,1997,9,11,"spectabs","PP","M",NA,NA,NA,NA,NA,"S",23,23,"252C4E"
"250",230,"4","Apr",13,1997,15,57,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,22,"FA3A39"
"251",230,"4","Apr",13,1997,6,73,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",21,20,"C998CE"
"252",230,"4","Apr",13,1997,8,74,"control","PP","M",NA,NA,NA,NA,NA,"S",24,22,"229B49"
"253",230,"4","Apr",13,1997,13,75,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,22,"14CADC"
"254",231,"5","May",10,1997,12,16,"control","PP","M",NA,NA,NA,NA,NA,"S",23,24,"FBA147"
"255",231,"5","May",10,1997,18,37,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,20,"F9F0A8"
"256",231,"5","May",10,1997,21,75,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,20,"FABC87"
"257",231,"5","May",11,1997,6,21,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",21,18,"2A87F1"
"258",231,"5","May",11,1997,13,22,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",21,21,"7000PP"
"259",231,"5","May",11,1997,3,54,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",19,21,"FB9A75"
"260",231,"5","May",11,1997,14,62,"control","PP","M",NA,NA,NA,NA,NA,"S",22,23,"7002PP"
"261",231,"5","May",11,1997,15,71,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,19,"FAB687"
"262",232,"6","Jun",11,1997,14,54,"control","PP","M",NA,NA,NA,NA,NA,"S",22,22,"FAF76C"
"263",242,"5","May",3,1998,8,15,"control","PP","M",NA,NA,NA,NA,NA,"S",22,18,"0032PP"
"264",242,"5","May",3,1998,8,27,"control","PP","M",NA,NA,NA,NA,NA,"S",22,20,"0033PP"
"265",243,"5","May",28,1998,1,64,"spectabs","PP","M",NA,NA,NA,NA,NA,"S",22,17,"6031PP"
"266",243,"5","May",29,1998,3,64,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",21,18,"8130PP"
"267",244,"6","Jun",27,1998,17,45,"control","PP","M",NA,NA,NA,NA,NA,"S",21,18,"8023PP"
"268",245,"7","Jul",19,1998,8,61,"control","PP","M",NA,NA,NA,NA,NA,"S",22,20,"13"
"269",254,"4","Apr",17,1999,2,44,"control","PP","M",NA,NA,NA,NA,NA,"S",23,22,"8021PP"
"270",254,"4","Apr",18,1999,9,21,"spectabs","PP","M",NA,NA,NA,NA,NA,"S",23,20,"5040PP"
"271",255,"5","May",15,1999,20,52,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",20,19,"6043PP"
"272",255,"5","May",15,1999,20,43,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,17,"0012PP"
"273",255,"5","May",16,1999,15,62,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,19,"7012PP"
"274",255,"5","May",16,1999,15,23,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,19,"6040PP"
"275",256,"6","Jun",12,1999,12,21,"control","PP","M",NA,NA,NA,NA,NA,"S",23,16,"0021PP"
"276",256,"6","Jun",12,1999,20,23,"exclosure","PP","M",NA,NA,NA,NA,NA,"R",20,18,"5113PP"
"277",258,"10","Oct",10,1999,8,76,"control","PP","M",NA,NA,NA,NA,NA,"R",21,21,"0113PP"
"278",260,"12","Dec",5,1999,17,53,"control","PP","M",NA,NA,NA,NA,NA,"R",21,16,"0130PP"
"279",260,"12","Dec",6,1999,6,16,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",20,14,"0143PP"
"280",260,"12","Dec",6,1999,14,33,"control","PP","M",NA,NA,NA,NA,NA,"R",21,16,"5121PP"
"281",261,"1","Jan",8,2000,1,23,"spectabs","PP","M",NA,NA,NA,NA,NA,"R",20,16,"5123PP"
"282",262,"2","Feb",5,2000,2,55,"control","PP","M",NA,NA,NA,NA,NA,"M",22,18,"0121PP"
"283",262,"2","Feb",6,2000,3,41,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",20,18,"6113PB"
"284",262,"2","Feb",6,2000,6,61,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",21,17,"0143PP"
"285",262,"2","Feb",6,2000,6,17,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",21,21,"6130PP"
"286",262,"2","Feb",6,2000,13,63,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",20,15,"5101PP"
"287",263,"3","Mar",4,2000,1,77,"spectabs","PP","M",NA,NA,NA,NA,NA,"M",22,17,"5123PP"
"288",263,"3","Mar",4,2000,2,33,"control","PP","M",NA,NA,NA,NA,NA,"R",22,21,"0141PP"
"289",263,"3","Mar",4,2000,2,54,"control","PP","M",NA,NA,NA,NA,NA,"S",22,22,"5134PP"
"290",263,"3","Mar",4,2000,12,24,"control","PP","M",NA,NA,NA,NA,NA,"S",22,22,"0223PP"
"291",263,"3","Mar",4,2000,17,77,"control","PP","M",NA,NA,NA,NA,NA,"S",22,19,"7121PP"
"292",263,"3","Mar",4,2000,21,13,"exclosure","PP","M",NA,NA,NA,NA,NA,"M",19,16,"5131PP"
"293",263,"3","Mar",5,2000,11,21,"control","PP","M",NA,NA,NA,NA,NA,"S",22,21,"7124PP"
"294",263,"3","Mar",5,2000,13,52,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,17,"5111PP"
"295",263,"3","Mar",5,2000,15,43,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",22,20,"5211PP"
"296",264,"4","Apr",29,2000,2,37,"control","PP","M",NA,NA,NA,NA,NA,"S",22,22,"0004PP"
"297",264,"4","Apr",30,2000,6,72,"exclosure","PP","M",NA,NA,NA,NA,NA,"R",23,24,"7124PP"
"298",264,"4","Apr",30,2000,13,71,"exclosure","PP","M",NA,NA,NA,NA,NA,"S",21,18,"5111PP"
"299",265,"6","Jun",3,2000,17,75,"control","PP","M",NA,NA,NA,NA,NA,"S",22,18,"7120PP"
